																																						
																																						
																																						
																																						
																							Date: 					"Tue, Apr 08, 2014"										
								Peak Hour														Count Period: 						4:00 PM				to	6:00 PM					
																							Peak Hour: 					4:30 PM				to	5:30 PM					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																					HV %:			PHF														
																			EB		-			-														
																			WB		1.8%			0.99														
																			NB		-			-														
																			SB		3.5%			0.94														
																			TOTAL		2.4%			0.97														
Two-Hour Count Summaries																																						
Interval         Start					Hayes St							Hayes St							Polk St							Polk St							15-min         Total			Rolling One Hour		
					Eastbound							Westbound							Northbound							Southbound												
					LT		TH			RT		LT		TH			RT		LT		TH			RT		LT		TH			RT							
	4:00 PM				0		0			0		22		241			0		0		0			0		0		184			9		456					
	4:15 PM				0		0			0		12		271			0		0		0			0		0		190			5		478					
	4:30 PM				0		0			0		17		312			0		0		0			0		0		197			12		538					
	4:45 PM				0		0			0		7		320			0		0		0			0		0		170			4		501			"1,973"		
	5:00 PM				0		0			0		21		307			0		0		0			0		0		179			12		519			"2,036"		
	5:15 PM				0		0			0		23		298			0		0		0			0		0		194			14		529			"2,087"		
	5:30 PM				0		0			0		21		282			0		0		0			0		0		181			12		496			"2,045"		
	5:45 PM				0		0			0		12		289			0		0		0			0		0		184			12		497			"2,041"		
Count Total					0		0			0		135		"2,320"			0		0		0			0		0		"1,479"			80		"4,014"					
Peak Hour			All		0		0			0		68		"1,237"			0		0		0			0		0		740			42		"2,087"					
			HV		0		0			0		9		15			0		0		0			0		0		25			2		51					
			HV%		-		-			-		13%		1%			-		-		-			-		-		3%			5%		2%					
Note: Two-hour count summary volumes include heavy vehicles but exclude bicycles in overall count.																																						
																																						
Interval         Start					Heavy Vehicle Totals										Bicycles										Pedestrians (Crossing Leg)													
					EB		WB		NB		SB		Total		EB		WB		NB		SB		Total		East			West			North			South			Total	
	4:00 PM				0		10		0		8		18		0		1		0		15		16		32			34			20			21			107	
	4:15 PM				0		5		0		5		10		0		2		0		16		18		29			26			25			16			96	
	4:30 PM				0		10		0		7		17		0		1		0		10		11		43			30			23			30			126	
	4:45 PM				0		4		0		6		10		0		1		0		23		24		41			38			29			32			140	
	5:00 PM				0		4		0		8		12		0		1		0		21		22		41			38			27			41			147	
	5:15 PM				0		6		0		6		12		0		8		0		23		31		44			34			33			37			148	
	5:30 PM				0		8		0		6		14		0		2		0		22		24		30			45			34			31			140	
	5:45 PM				0		7		0		3		10		0		6		0		24		30		40			34			26			33			133	
Count Total					0		54		0		49		103		0		22		0		154		176		300			279			217			241			"1,037"	
Peak Hr					0		24		0		27		51		0		11		0		77		88		169		0	140		0	112		0	140		0	561	
																																						
																																						
Two-Hour Count Summaries - Heavy Vehicles																																						
Interval         Start					Hayes St							Hayes St							Polk St							Polk St							15-min         Total			Rolling One Hour		
					Eastbound							Westbound							Northbound							Southbound												
					LT		TH			RT		LT		TH			RT		LT		TH			RT		LT		TH			RT							
	4:00 PM				0		0			0		3		7			0		0		0			0		0		7			1		18					
	4:15 PM				0		0			0		1		4			0		0		0			0		0		4			1		10					
	4:30 PM				0		0			0		4		6			0		0		0			0		0		6			1		17					
	4:45 PM				0		0			0		1		3			0		0		0			0		0		6			0		10			55		
	5:00 PM				0		0			0		2		2			0		0		0			0		0		7			1		12			49		
	5:15 PM				0		0			0		2		4			0		0		0			0		0		6			0		12			51		
	5:30 PM				0		0			0		1		7			0		0		0			0		0		6			0		14			48		
	5:45 PM				0		0			0		1		6			0		0		0			0		0		2			1		10			48		
Count Total					0		0			0		15		39			0		0		0			0		0		44			5		103					
Peak Hour					0		0			0		9		15			0		0		0			0		0		25			2		51					
																																						
Two-Hour Count Summaries - Bikes																																						
Interval         Start					Hayes St							Hayes St							Polk St							Polk St							15-min         Total			Rolling One Hour		
					Eastbound							Westbound							Northbound							Southbound												
					LT		TH			RT		LT		TH			RT		LT		TH			RT		LT		TH			RT							
	4:00 PM				0		0			0		0		1			0		0		0			0		0		15			0		16					
	4:15 PM				0		0			0		0		2			0		0		0			0		0		16			0		18					
	4:30 PM				0		0			0		0		1			0		0		0			0		0		10			0		11					
	4:45 PM				0		0			0		0		1			0		0		0			0		0		23			0		24			69		
	5:00 PM				0		0			0		0		1			0		0		0			0		0		21			0		22			75		
	5:15 PM				0		0			0		1		7			0		0		0			0		0		23			0		31			88		
	5:30 PM				0		0			0		0		2			0		0		0			0		0		22			0		24			101		
	5:45 PM				0		0			0		1		5			0		0		0			0		0		24			0		30			107		
Count Total					0		0			0		2		20			0		0		0			0		0		154			0		176					
Peak Hour					0		0			0		1		10			0		0		0			0		0		77			0		88					
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
