sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,07:00-07:15,5,0,36,44,127,0,0,0,0,0,56,2,0,2,0,3,0,0,2,0,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,07:15-07:30,4,0,34,85,205,0,0,0,0,0,88,0,4,1,0,14,2,0,1,1,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,07:30-07:45,7,0,86,127,203,0,0,0,0,0,108,0,23,3,0,15,1,0,3,4,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,07:45-08:00,10,0,88,134,204,0,0,0,0,0,129,1,26,1,0,34,0,0,2,0,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,08:00-08:15,4,0,79,68,190,0,0,0,0,0,84,1,7,3,0,4,3,0,2,0,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,08:15-08:30,6,0,23,52,164,0,0,0,0,0,76,1,2,1,0,1,1,0,0,0,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,08:30-08:45,4,0,22,57,202,0,0,0,0,0,73,0,1,0,0,1,2,0,0,1,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,08:45-09:00,3,0,29,46,189,0,0,0,0,0,82,0,3,1,0,1,4,0,1,0,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,16:00-16:15,2,0,67,31,107,0,0,0,0,0,129,3,8,1,0,5,4,0,0,0,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,16:15-16:30,1,0,77,39,85,0,0,0,0,0,137,1,4,3,0,0,0,0,2,1,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,16:30-16:45,6,0,84,42,99,0,0,0,0,0,138,4,2,4,0,6,0,0,0,0,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,16:45-17:00,2,0,78,35,103,0,0,0,0,0,139,1,0,0,0,6,0,0,0,0,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,17:00-17:15,4,0,92,42,97,0,0,0,0,0,148,4,0,0,0,1,1,0,1,4,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,17:15-17:30,5,0,91,40,110,0,0,0,0,0,175,1,1,0,0,2,6,0,5,0,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,17:30-17:45,3,0,104,26,97,0,0,0,0,0,135,2,4,0,0,3,1,0,4,0,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / 0 / N 21st St,x,10/09/2014,17:45-18:00,8,0,106,50,102,0,0,0,0,0,139,1,4,7,0,4,4,0,2,2,
sanjose/TechRrpts_10a Transportation_BART Only TIA_feb20_2018.txt,E Julian St / N 24th St / 0,x,10/09/2014,07:00-07:15,0,0,0,0,142,14,16,0,37,13,62,0,0,1,0,5,0,0,1,0,
