http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Union,(extrapolated),x,17:00-18:00,,,,,,,,,,,,,110,110,110,110,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Clay,(extrapolated),x,17:00-18:00,,,,,,,,,,,,,237.5,237.5,237.5,237.5,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Broadway,(extrapolated),x,17:00-18:00,,,,,,,,,,,,,70,70,70,70,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Sacramento,(extrapolated),x,17:00-18:00,,,,,,,,,,,,,160,160,160,160,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and California,(extrapolated),x,17:00-18:00,,,,,,,,,,,,,230,230,230,230,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Pine,(extrapolated),x,17:00-18:00,,,,,,,,,,,,,140,140,140,140,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Bush,(extrapolated),x,17:00-18:00,,,,,,,,,,,,,140,140,140,140,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Sutter,(extrapolated),x,17:00-18:00,,,,,,,,,,,,,145,145,145,145,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Post,(extrapolated),x,17:00-18:00,,,,,,,,,,,,,150,150,150,150,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Geary,(extrapolated),x,17:00-18:00,,,,,,,,,,,,,285,285,285,285,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and O'Farrell,(extrapolated),x,17:00-18:00,,,,,,,,,,,,,255,255,255,255,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Ellis,(extrapolated),x,17:00-18:00,,,,,,,,,,,,,280,280,280,280,
http://www.sfcta.org/sites/default/files/content/Planning/VanNess_BRT_EIR/Van%20Ness%20BRT%20Public%20Draft%20EIS-EIRBOOKMARKED.pdf,Van Ness and Eddy,(extrapolated),x,17:00-18:00,,,,,,,,,,,,,280,280,280,280,
