http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.671745/-117.411146,Spokane (extrapolated),2010,07:30-08:30,,,,,,,,,,,,,1.75,1.75,1.75,1.75,,,,,47.671745,-117.411146
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.671745/-117.411146,Spokane (extrapolated),2010,16:30-17:30,,,,,,,,,,,,,1.5,1.5,1.5,1.5,,,,,47.671745,-117.411146
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.671716/-117.409558,Spokane (extrapolated),2010,07:30-08:30,,,,,,,,,,,,,0.25,0.25,0.25,0.25,,,,,47.671716,-117.409558
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.671716/-117.409558,Spokane (extrapolated),2010,16:30-17:30,,,,,,,,,,,,,0,0,0,0,,,,,47.671716,-117.409558
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.671709/-117.396555,Spokane (extrapolated),2010,07:30-08:30,,,,,,,,,,,,,13,13,13,13,,,,,47.671709,-117.396555
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.671709/-117.396555,Spokane (extrapolated),2010,16:30-17:30,,,,,,,,,,,,,4.25,4.25,4.25,4.25,,,,,47.671709,-117.396555
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.671731/-117.390311,Spokane (extrapolated),2010,07:30-08:30,,,,,,,,,,,,,3.125,3.125,3.125,3.125,,,,,47.671731,-117.390311
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.671731/-117.390311,Spokane (extrapolated),2010,16:30-17:30,,,,,,,,,,,,,2.25,2.25,2.25,2.25,,,,,47.671731,-117.390311
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.669491/-117.411146,Spokane (extrapolated),2010,07:30-08:30,,,,,,,,,,,,,1.5,1.5,1.5,1.5,,,,,47.669491,-117.411146
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.669491/-117.411146,Spokane (extrapolated),2010,16:30-17:30,,,,,,,,,,,,,0,0,0,0,,,,,47.669491,-117.411146
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.669462/-117.409515,Spokane (extrapolated),2010,07:30-08:30,,,,,,,,,,,,,1,1,1,1,,,,,47.669462,-117.409515
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.669462/-117.409515,Spokane (extrapolated),2010,16:30-17:30,,,,,,,,,,,,,0,0,0,0,,,,,47.669462,-117.409515
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.669491/-117.404709,Spokane (extrapolated),2010,07:30-08:30,,,,,,,,,,,,,19.125,19.125,19.125,19.125,,,,,47.669491,-117.404709
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.669491/-117.404709,Spokane (extrapolated),2010,16:30-17:30,,,,,,,,,,,,,15.5,15.5,15.5,15.5,,,,,47.669491,-117.404709
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.669462/-117.402906,Spokane (extrapolated),2010,07:30-08:30,,,,,,,,,,,,,19.25,19.25,19.25,19.25,,,,,47.669462,-117.402906
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.669462/-117.402906,Spokane (extrapolated),2010,16:30-17:30,,,,,,,,,,,,,16,16,16,16,,,,,47.669462,-117.402906
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.669520/-117.401404,Spokane (extrapolated),2010,07:30-08:30,,,,,,,,,,,,,35.5,35.5,35.5,35.5,,,,,47.669520,-117.401404
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.669520/-117.401404,Spokane (extrapolated),2010,16:30-17:30,,,,,,,,,,,,,25,25,25,25,,,,,47.669520,-117.401404
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.669549/-117.399817,Spokane (extrapolated),2010,07:30-08:30,,,,,,,,,,,,,23.125,23.125,23.125,23.125,,,,,47.669549,-117.399817
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.669549/-117.399817,Spokane (extrapolated),2010,16:30-17:30,,,,,,,,,,,,,18.5,18.5,18.5,18.5,,,,,47.669549,-117.399817
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.669491/-117.396555,Spokane (extrapolated),2010,07:30-08:30,,,,,,,,,,,,,16,16,16,16,,,,,47.669491,-117.396555
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.669491/-117.396555,Spokane (extrapolated),2010,16:30-17:30,,,,,,,,,,,,,5,5,5,5,,,,,47.669491,-117.396555
http://www.spokaneengineering.org/wp-content/uploads/2010/09/Chapter-3-Existing-Conditions.pdf,47.667988/-117.436981,Spokane (extrapolated),2010,07:30-08:30,,,,,,,,,,,,,8.125,8.125,8.125,8.125,,,,,47.667988,-117.436981
